Country,Region,City,Type,North_Traffic (m),East_Traffic (m),West_Traffic (m),South_Traffic (m),North_Time(s),East_Time(s),West_Time(s),South_Time(s)
India,Viman Nagar,Pune,4-way,92,1054,7,14,67,105,18,27
India,Aundh,Pune,4-way,204,582,80,11,84,105,62,23
India,Magarpatta City,Pune,4-way,85,690,10,987,64,105,22,105
India,New Kalyani Nagar,Pune,4-way,138,79,115,15,75,62,72,28
India,LBS Marg Junction,Mumbai,4-way,71,157,76,188,58,78,60,82
India,Gandhi Nagar Junction,Mumbai,4-way,20,45,1027,193,34,48,105,82
India,Jolly Marg Junction,Mumbai,4-way,17,18,78,49,30,32,61,50
India,Nikolsawadi Circle,Mumbai,4-way,24,912,176,18,39,105,80,32
India,MIDC A Cross Road,Mumbai,4-way,112,93,166,138,72,67,79,75
India,N S Phadke Marg,Mumbai,4-way,1105,57,55,344,105,53,52,105
India,Gokhale Bridge,Delhi,4-way,82,0,83,143,63,10,63,76
India,DND Flyway,Delhi,4-way,18,19,17,1194,32,33,30,105
India,Maharani Bagh,Delhi,4-way,12,159,2,4,24,78,12,15
India,Burari Road,Delhi,4-way,27,0,48,923,41,10,49,105
India,Khyber Pass Crossing,Delhi,4-way,69,92,89,4,58,67,66,15
India,Nigam Bodh Ghat,Delhi,4-way,114,453,5,72,72,105,16,59
India,P.S. Timarpur,Delhi,4-way,4,54,5,425,15,52,16,105
India,Mall Road,Delhi,4-way,167,15,1,528,79,28,11,105
India,Chennai Bypass Road,Chennai,4-way,116,475,182,19,72,105,81,33
India,Bangalore Chennai Expressway,Chennai,4-way,503,124,6,4,105,73,17,15
India,Anna Salai,Chennai,4-way,5,15,46,67,16,28,48,57
India,EVR Periyar Salai,Chennai,4-way,1125,198,17,42,105,83,30,47
India,Arukilpadi road,Chennai,4-way,200,17,13,82,83,30,26,63
India,Thakkolam,Chennai,4-way,1,218,0,17,11,86,10,30
India,Golden Quadrilateral,Chennai,4-way,40,19,0,63,46,33,10,55
India,Chowringhee Road,Kolkata,4-way,417,18,16,9,105,32,29,21
India,Hazra Road,Kolkata,4-way,4,85,177,0,15,64,80,10
India,Park Street,Kolkata,4-way,72,185,153,261,59,81,77,105
India,Hazra Road,Kolkata,4-way,5,151,4,97,16,77,15,69
India,College Street,Kolkata,4-way,14,13,175,972,27,26,80,105
India,Jaddu Mullick Street,Kolkata,4-way,174,6,508,191,80,17,105,82
India,Raja SC Mullick Road,Kolkata,4-way,103,77,175,13,70,61,80,26
India,Burdwan Road,Kolkata,4-way,34,112,184,163,44,72,81,78
India,Burdwan Road,Kolkata,4-way,165,552,19,46,79,105,33,48
India,Eastern Metropolitan Bypass,Kolkata,4-way,97,4,9,17,69,15,21,30
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,200,15,0,20,83,28,10,34
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,4,90,4,187,15,66,15,82
India,Mahatma Gandhi Marg,Indore,4-way,860,866,43,18,105,105,47,32
India,A.B. Road,Indore,4-way,74,3,46,120,60,14,48,73
India,Dewas Road,Indore,4-way,266,90,32,25,105,66,43,40
India,Ujjain Road,Indore,4-way,1098,8,434,806,105,20,105,105
India,Dhar Road,Indore,4-way,630,59,13,189,105,54,26,82
India,Pithampur Road,Indore,4-way,4,127,18,76,15,74,32,60
India,Khandwa Road,Indore,4-way,51,64,808,646,50,56,105,105
India,Nemawar Road,Indore,4-way,77,350,0,19,61,105,10,33
India,Sarafa Bazaar,Indore,4-way,601,114,127,12,105,72,74,24
India,Chappan Dukan,Indore,4-way,1121,18,935,21,105,32,105,35
India,Olpad-Rander Road,Surat,4-way,14,25,127,84,27,40,74,64
India,Hazira-Adajan Road,Surat,4-way,99,472,1049,60,70,105,105,54
India,Sachin-Udhna Road,Surat,4-way,196,84,14,79,83,64,27,62
India,Dumas-Athwa Road,Surat,4-way,189,316,1000,223,82,105,105,86
India,Kamrej-Varachha Road,Surat,4-way,614,100,1,616,105,70,11,105
India,Kadodara-Sahara Road,Surat,4-way,680,18,1054,395,105,32,105,105
India,National Highway 6 (NH6),Surat,4-way,14,702,6,28,27,105,17,41
India,National Highway 8 (NH8),Surat,4-way,15,400,93,10,28,105,67,22
India,Outer Ring Road,Surat,4-way,62,9,165,11,55,21,79,23
India,Surat-Chennai Expressway,Surat,4-way,82,189,79,79,63,82,62,62
India,J.M. Road,Pune,4-way,13,18,22,106,26,32,36,71
India,Fergusson College Road (FC Road),Pune,4-way,186,19,143,695,81,33,76,105
India,Laxmi Road,Pune,4-way,75,6,765,17,60,17,105,30
India,Shivaji Nagar,Pune,4-way,7,0,90,842,18,10,66,105
India,Koregaon Park,Pune,4-way,60,45,8,25,54,48,20,40
India,Kothrud,Pune,4-way,17,87,83,12,30,65,63,24
India,Viman Nagar,Pune,4-way,135,1123,260,790,75,105,105,105
India,Aundh,Pune,4-way,6,19,28,16,17,33,41,29
India,Magarpatta City,Pune,4-way,938,129,57,53,105,74,53,51
India,New Kalyani Nagar,Pune,4-way,31,67,61,71,42,57,54,58
India,LBS Marg Junction,Mumbai,4-way,1015,186,11,92,105,81,23,67
India,Gandhi Nagar Junction,Mumbai,4-way,14,138,17,112,27,75,30,72
India,Jolly Marg Junction,Mumbai,4-way,0,4,33,827,10,15,43,105
India,Nikolsawadi Circle,Mumbai,4-way,786,46,162,44,105,48,78,48
India,MIDC A Cross Road,Mumbai,4-way,44,7,48,145,48,18,49,76
India,N S Phadke Marg,Mumbai,4-way,113,43,943,349,72,47,105,105
India,Gokhale Bridge,Delhi,4-way,20,12,60,310,34,24,54,105
India,DND Flyway,Delhi,4-way,7,19,2,782,18,33,12,105
India,Maharani Bagh,Delhi,4-way,213,68,93,0,85,57,67,10
India,Burari Road,Delhi,4-way,186,13,744,7,81,26,105,18
India,Khyber Pass Crossing,Delhi,4-way,74,261,550,0,60,105,105,10
India,Nigam Bodh Ghat,Delhi,4-way,173,27,190,297,80,41,82,105
India,P.S. Timarpur,Delhi,4-way,403,14,4,194,105,27,15,83
India,Mall Road,Delhi,4-way,19,0,783,3,33,10,105,14
India,Chennai Bypass Road,Chennai,4-way,73,20,1,617,59,34,11,105
India,Bangalore Chennai Expressway,Chennai,4-way,150,12,79,26,77,24,62,40
India,Anna Salai,Chennai,4-way,18,14,193,14,32,27,82,27
India,EVR Periyar Salai,Chennai,4-way,1,1,20,15,11,11,34,28
India,Arukilpadi road,Chennai,4-way,132,14,19,589,74,27,33,105
India,Thakkolam,Chennai,4-way,44,11,12,100,48,23,24,70
India,Golden Quadrilateral,Chennai,4-way,95,608,9,15,68,105,21,28
India,Chowringhee Road,Kolkata,4-way,123,754,68,981,73,105,57,105
India,Hazra Road,Kolkata,4-way,73,211,95,102,59,85,68,70
India,Park Street,Kolkata,4-way,43,953,269,837,47,105,105,105
India,Hazra Road,Kolkata,4-way,74,18,42,20,60,32,47,34
India,College Street,Kolkata,4-way,88,495,56,335,65,105,52,105
India,Jaddu Mullick Street,Kolkata,4-way,9,798,679,5,21,105,105,16
India,Raja SC Mullick Road,Kolkata,4-way,85,937,19,262,64,105,33,105
India,Burdwan Road,Kolkata,4-way,4,74,863,71,15,60,105,58
India,Burdwan Road,Kolkata,4-way,92,96,57,32,67,68,53,43
India,Eastern Metropolitan Bypass,Kolkata,4-way,12,280,1168,6,24,105,105,17
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,99,155,1,54,70,77,11,52
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,200,163,157,896,83,78,78,105
India,Mahatma Gandhi Marg,Indore,4-way,22,6,897,11,36,17,105,23
India,A.B. Road,Indore,4-way,856,51,68,15,105,50,57,28
India,Dewas Road,Indore,4-way,15,9,696,386,28,21,105,105
India,Ujjain Road,Indore,4-way,22,89,0,1104,36,66,10,105
India,Dhar Road,Indore,4-way,0,90,601,1175,10,66,105,105
India,Pithampur Road,Indore,4-way,34,12,194,1,44,24,83,11
India,Khandwa Road,Indore,4-way,193,12,76,81,82,24,60,62
India,Nemawar Road,Indore,4-way,1,343,4,54,11,105,15,52
India,Sarafa Bazaar,Indore,4-way,123,17,11,96,73,30,23,68
India,Chappan Dukan,Indore,4-way,0,126,58,616,10,73,53,105
India,Olpad-Rander Road,Surat,4-way,18,3,135,119,32,14,75,73
India,Hazira-Adajan Road,Surat,4-way,131,72,90,146,74,59,66,76
India,Sachin-Udhna Road,Surat,4-way,10,11,108,14,22,23,71,27
India,Dumas-Athwa Road,Surat,4-way,3,0,152,83,14,10,77,63
India,Kamrej-Varachha Road,Surat,4-way,50,1,4,77,50,11,15,61
India,Kadodara-Sahara Road,Surat,4-way,1080,11,20,740,105,23,34,105
India,National Highway 6 (NH6),Surat,4-way,190,17,65,918,82,30,56,105
India,National Highway 8 (NH8),Surat,4-way,180,0,163,170,81,10,78,79
India,Outer Ring Road,Surat,4-way,35,566,82,65,44,105,63,56
India,Surat-Chennai Expressway,Surat,4-way,56,72,707,122,52,59,105,73
India,J.M. Road,Pune,4-way,184,289,59,19,81,105,54,33
India,Fergusson College Road (FC Road),Pune,4-way,37,183,826,48,45,81,105,49
India,Laxmi Road,Pune,4-way,144,17,0,14,76,30,10,27
India,Shivaji Nagar,Pune,4-way,30,21,30,333,42,35,42,105
India,Koregaon Park,Pune,4-way,32,95,6,74,43,68,17,60
India,Kothrud,Pune,4-way,18,94,13,194,32,68,26,83
India,Viman Nagar,Pune,4-way,77,1,23,406,61,11,38,105
India,Aundh,Pune,4-way,154,15,16,90,77,28,29,66
India,Magarpatta City,Pune,4-way,294,3,0,199,105,14,10,83
India,New Kalyani Nagar,Pune,4-way,89,6,282,12,66,17,105,24
India,LBS Marg Junction,Mumbai,4-way,634,10,159,19,105,22,78,33
India,Gandhi Nagar Junction,Mumbai,4-way,55,947,108,136,52,105,71,75
India,Jolly Marg Junction,Mumbai,4-way,16,93,169,9,29,67,79,21
India,Nikolsawadi Circle,Mumbai,4-way,507,72,71,15,105,59,58,28
India,MIDC A Cross Road,Mumbai,4-way,36,128,111,173,44,74,71,80
India,N S Phadke Marg,Mumbai,4-way,2,1015,1094,14,12,105,105,27
India,Gokhale Bridge,Delhi,4-way,68,87,933,421,57,65,105,105
India,DND Flyway,Delhi,4-way,6,6,17,25,17,17,30,40
India,Maharani Bagh,Delhi,4-way,135,60,183,4,75,54,81,15
India,Burari Road,Delhi,4-way,48,1044,88,311,49,105,65,105
India,Khyber Pass Crossing,Delhi,4-way,162,23,801,711,78,38,105,105
India,Nigam Bodh Ghat,Delhi,4-way,94,17,6,65,68,30,17,56
India,P.S. Timarpur,Delhi,4-way,62,90,425,134,55,66,105,75
India,Mall Road,Delhi,4-way,9,6,11,7,21,17,23,18
India,Chennai Bypass Road,Chennai,4-way,18,83,190,177,32,63,82,80
India,Bangalore Chennai Expressway,Chennai,4-way,0,121,109,12,10,73,71,24
India,Anna Salai,Chennai,4-way,97,3,0,33,69,14,10,43
India,EVR Periyar Salai,Chennai,4-way,14,5,38,65,27,16,45,56
India,Arukilpadi road,Chennai,4-way,192,16,156,4,82,29,77,15
India,Thakkolam,Chennai,4-way,15,26,88,35,28,40,65,44
India,Golden Quadrilateral,Chennai,4-way,34,4,25,0,44,15,40,10
India,Chowringhee Road,Kolkata,4-way,0,195,693,25,10,83,105,40
India,Hazra Road,Kolkata,4-way,61,51,18,45,54,50,32,48
India,Park Street,Kolkata,4-way,12,88,169,76,24,65,79,60
India,Hazra Road,Kolkata,4-way,1120,11,17,7,105,23,30,18
India,College Street,Kolkata,4-way,15,170,15,10,28,79,28,22
India,Jaddu Mullick Street,Kolkata,4-way,62,9,19,790,55,21,33,105
India,Raja SC Mullick Road,Kolkata,4-way,0,518,13,128,10,105,26,74
India,Burdwan Road,Kolkata,4-way,183,36,1176,54,81,44,105,52
India,Burdwan Road,Kolkata,4-way,195,0,77,28,83,10,61,41
India,Eastern Metropolitan Bypass,Kolkata,4-way,11,8,53,13,23,20,51,26
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,13,16,11,173,26,29,23,80
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,78,90,41,0,61,66,46,10
India,Mahatma Gandhi Marg,Indore,4-way,1,12,120,17,11,24,73,30
India,A.B. Road,Indore,4-way,14,93,66,32,27,67,56,43
India,Dewas Road,Indore,4-way,1054,36,6,188,105,44,17,82
India,Ujjain Road,Indore,4-way,480,24,95,74,105,39,68,60
India,Dhar Road,Indore,4-way,569,13,1123,14,105,26,105,27
India,Pithampur Road,Indore,4-way,41,14,20,18,46,27,34,32
India,Khandwa Road,Indore,4-way,105,189,24,497,71,82,39,105
India,Nemawar Road,Indore,4-way,636,7,986,37,105,18,105,45
India,Sarafa Bazaar,Indore,4-way,94,20,198,532,68,34,83,105
India,Chappan Dukan,Indore,4-way,645,0,68,10,105,10,57,22
India,Olpad-Rander Road,Surat,4-way,1187,31,19,22,105,42,33,36
India,Hazira-Adajan Road,Surat,4-way,21,0,594,154,35,10,105,77
India,Sachin-Udhna Road,Surat,4-way,75,75,209,78,60,60,85,61
India,Dumas-Athwa Road,Surat,4-way,10,86,23,595,22,64,38,105
India,Kamrej-Varachha Road,Surat,4-way,705,11,85,36,105,23,64,44
India,Kadodara-Sahara Road,Surat,4-way,169,16,63,59,79,29,55,54
India,National Highway 6 (NH6),Surat,4-way,78,1,190,47,61,11,82,49
India,National Highway 8 (NH8),Surat,4-way,118,113,0,86,72,72,10,64
India,Outer Ring Road,Surat,4-way,99,34,35,60,70,44,44,54
India,Surat-Chennai Expressway,Surat,4-way,623,1052,48,109,105,105,49,71
India,J.M. Road,Pune,4-way,178,20,55,56,80,34,52,52
India,Fergusson College Road (FC Road),Pune,4-way,100,150,333,18,70,77,105,32
India,Laxmi Road,Pune,4-way,27,49,1112,88,41,50,105,65
India,Shivaji Nagar,Pune,4-way,13,37,1067,183,26,45,105,81
India,Koregaon Park,Pune,4-way,289,35,14,70,105,44,27,58
India,Kothrud,Pune,4-way,165,38,197,32,79,45,83,43
India,Viman Nagar,Pune,4-way,110,782,63,1,71,105,55,11
India,Aundh,Pune,4-way,0,1023,63,8,10,105,55,20
India,Magarpatta City,Pune,4-way,1000,82,36,171,105,63,44,79
India,New Kalyani Nagar,Pune,4-way,36,192,65,113,44,82,56,72
India,LBS Marg Junction,Mumbai,4-way,139,10,852,145,75,22,105,76
India,Gandhi Nagar Junction,Mumbai,4-way,30,32,42,39,42,43,47,46
India,Jolly Marg Junction,Mumbai,4-way,210,399,307,78,85,105,105,61
India,Nikolsawadi Circle,Mumbai,4-way,91,12,8,60,66,24,20,54
India,MIDC A Cross Road,Mumbai,4-way,174,208,153,100,80,84,77,70
India,N S Phadke Marg,Mumbai,4-way,40,12,147,17,46,24,76,30
India,Gokhale Bridge,Delhi,4-way,92,8,25,75,67,20,40,60
India,DND Flyway,Delhi,4-way,172,0,16,11,80,10,29,23
India,Maharani Bagh,Delhi,4-way,0,200,20,98,10,83,34,69
India,Burari Road,Delhi,4-way,6,16,17,190,17,29,30,82
India,Khyber Pass Crossing,Delhi,4-way,198,98,190,110,83,69,82,71
India,Nigam Bodh Ghat,Delhi,4-way,71,849,13,285,58,105,26,105
India,P.S. Timarpur,Delhi,4-way,462,32,2,3,105,43,12,14
India,Mall Road,Delhi,4-way,47,16,0,106,49,29,10,71
India,Chennai Bypass Road,Chennai,4-way,47,13,11,19,49,26,23,33
India,Bangalore Chennai Expressway,Chennai,4-way,39,971,250,0,46,105,90,10
India,Anna Salai,Chennai,4-way,158,0,4,106,78,10,15,71
India,EVR Periyar Salai,Chennai,4-way,11,190,9,2,23,82,21,12
India,Arukilpadi road,Chennai,4-way,142,893,18,30,76,105,32,42
India,Thakkolam,Chennai,4-way,25,52,7,24,40,51,18,39
India,Golden Quadrilateral,Chennai,4-way,769,0,87,15,105,10,65,28
India,Chowringhee Road,Kolkata,4-way,212,12,120,97,85,24,73,69
India,Hazra Road,Kolkata,4-way,12,52,141,14,24,51,75,27
India,Park Street,Kolkata,4-way,26,843,1,187,40,105,11,82
India,Hazra Road,Kolkata,4-way,181,6,5,440,81,17,16,105
India,College Street,Kolkata,4-way,797,194,6,7,105,83,17,18
India,Jaddu Mullick Street,Kolkata,4-way,44,185,97,72,48,81,69,59
India,Raja SC Mullick Road,Kolkata,4-way,0,14,49,32,10,27,50,43
India,Burdwan Road,Kolkata,4-way,15,101,20,718,28,70,34,105
India,Burdwan Road,Kolkata,4-way,674,17,615,19,105,30,105,33
India,Eastern Metropolitan Bypass,Kolkata,4-way,40,156,77,452,46,77,61,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,65,33,74,60,56,43,60,54
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,1,33,217,175,11,43,86,80
India,Mahatma Gandhi Marg,Indore,4-way,20,104,3,3,34,71,14,14
India,A.B. Road,Indore,4-way,16,18,146,20,29,32,76,34
India,Dewas Road,Indore,4-way,3,375,126,95,14,105,73,68
India,Ujjain Road,Indore,4-way,15,14,10,18,28,27,22,32
India,Dhar Road,Indore,4-way,203,6,11,54,84,17,23,52
India,Pithampur Road,Indore,4-way,20,56,39,704,34,52,46,105
India,Khandwa Road,Indore,4-way,65,139,61,692,56,75,54,105
India,Nemawar Road,Indore,4-way,70,89,13,188,58,66,26,82
India,Sarafa Bazaar,Indore,4-way,11,17,16,18,23,30,29,32
India,Chappan Dukan,Indore,4-way,89,45,52,22,66,48,51,36
India,Olpad-Rander Road,Surat,4-way,24,130,20,142,39,74,34,76
India,Hazira-Adajan Road,Surat,4-way,1033,111,50,3,105,71,50,14
India,Sachin-Udhna Road,Surat,4-way,6,5,0,0,17,16,10,10
India,Dumas-Athwa Road,Surat,4-way,0,317,197,1177,10,105,83,105
India,Kamrej-Varachha Road,Surat,4-way,187,701,94,35,82,105,68,44
India,Kadodara-Sahara Road,Surat,4-way,635,288,141,34,105,105,75,44
India,National Highway 6 (NH6),Surat,4-way,19,908,28,100,33,105,41,70
India,National Highway 8 (NH8),Surat,4-way,38,19,11,975,45,33,23,105
India,Outer Ring Road,Surat,4-way,113,214,34,155,72,85,44,77
India,Surat-Chennai Expressway,Surat,4-way,8,0,41,4,20,10,46,15
India,J.M. Road,Pune,4-way,120,171,86,223,73,79,64,86
India,Fergusson College Road (FC Road),Pune,4-way,1085,94,0,67,105,68,10,57
India,Laxmi Road,Pune,4-way,200,163,139,117,83,78,75,72
India,Shivaji Nagar,Pune,4-way,36,41,115,20,44,46,72,34
India,Koregaon Park,Pune,4-way,9,194,1,6,21,83,11,17
India,Kothrud,Pune,4-way,820,980,196,182,105,105,83,81
India,Viman Nagar,Pune,4-way,538,58,3,133,105,53,14,74
India,Aundh,Pune,4-way,193,184,0,15,82,81,10,28
India,Magarpatta City,Pune,4-way,53,0,198,0,51,10,83,10
India,New Kalyani Nagar,Pune,4-way,0,1166,2,283,10,105,12,105
India,LBS Marg Junction,Mumbai,4-way,150,222,18,0,77,86,32,10
India,Gandhi Nagar Junction,Mumbai,4-way,1068,35,755,78,105,44,105,61
India,Jolly Marg Junction,Mumbai,4-way,16,55,124,659,29,52,73,105
India,Nikolsawadi Circle,Mumbai,4-way,137,450,18,1161,75,105,32,105
India,MIDC A Cross Road,Mumbai,4-way,6,66,101,474,17,56,70,105
India,N S Phadke Marg,Mumbai,4-way,475,116,958,9,105,72,105,21
India,Gokhale Bridge,Delhi,4-way,83,194,147,100,63,83,76,70
India,DND Flyway,Delhi,4-way,95,42,56,76,68,47,52,60
India,Maharani Bagh,Delhi,4-way,2,140,13,300,12,75,26,105
India,Burari Road,Delhi,4-way,3,11,114,0,14,23,72,10
India,Khyber Pass Crossing,Delhi,4-way,32,16,88,499,43,29,65,105
India,Nigam Bodh Ghat,Delhi,4-way,5,58,838,4,16,53,105,15
India,P.S. Timarpur,Delhi,4-way,41,1117,10,0,46,105,22,10
India,Mall Road,Delhi,4-way,582,75,648,94,105,60,105,68
India,Chennai Bypass Road,Chennai,4-way,49,21,53,37,50,35,51,45
India,Bangalore Chennai Expressway,Chennai,4-way,0,51,30,197,10,50,42,83
India,Anna Salai,Chennai,4-way,198,59,79,1108,83,54,62,105
India,EVR Periyar Salai,Chennai,4-way,32,18,4,52,43,32,15,51
India,Arukilpadi road,Chennai,4-way,977,47,16,4,105,49,29,15
India,Thakkolam,Chennai,4-way,0,869,1099,17,10,105,105,30
India,Golden Quadrilateral,Chennai,4-way,16,0,58,16,29,10,53,29
India,Chowringhee Road,Kolkata,4-way,26,125,7,22,40,73,18,36
India,Hazra Road,Kolkata,4-way,1017,510,21,12,105,105,35,24
India,Park Street,Kolkata,4-way,270,1153,21,165,105,105,35,79
India,Hazra Road,Kolkata,4-way,48,39,172,74,49,46,80,60
India,College Street,Kolkata,4-way,95,16,18,4,68,29,32,15
India,Jaddu Mullick Street,Kolkata,4-way,154,21,15,821,77,35,28,105
India,Raja SC Mullick Road,Kolkata,4-way,151,15,35,7,77,28,44,18
India,Burdwan Road,Kolkata,4-way,0,194,3,99,10,83,14,70
India,Burdwan Road,Kolkata,4-way,30,179,817,37,42,81,105,45
India,Eastern Metropolitan Bypass,Kolkata,4-way,20,47,189,3,34,49,82,14
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,96,188,193,10,68,82,82,22
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,19,179,186,52,33,81,81,51
India,Mahatma Gandhi Marg,Indore,4-way,18,843,32,0,32,105,43,10
India,A.B. Road,Indore,4-way,22,81,113,15,36,62,72,28
India,Dewas Road,Indore,4-way,14,17,408,1134,27,30,105,105
India,Ujjain Road,Indore,4-way,15,42,699,113,28,47,105,72
India,Dhar Road,Indore,4-way,6,72,152,0,17,59,77,10
India,Pithampur Road,Indore,4-way,44,168,4,16,48,79,15,29
India,Khandwa Road,Indore,4-way,581,109,675,4,105,71,105,15
India,Nemawar Road,Indore,4-way,110,69,145,1,71,58,76,11
India,Sarafa Bazaar,Indore,4-way,5,377,522,82,16,105,105,63
India,Chappan Dukan,Indore,4-way,247,2,20,55,90,12,34,52
India,Olpad-Rander Road,Surat,4-way,14,58,100,786,27,53,70,105
India,Hazira-Adajan Road,Surat,4-way,6,88,9,61,17,65,21,54
India,Sachin-Udhna Road,Surat,4-way,62,133,151,963,55,74,77,105
India,Dumas-Athwa Road,Surat,4-way,153,16,15,93,77,29,28,67
India,Kamrej-Varachha Road,Surat,4-way,20,721,35,1000,34,105,44,105
India,Kadodara-Sahara Road,Surat,4-way,200,44,137,46,83,48,75,48
India,National Highway 6 (NH6),Surat,4-way,193,90,12,125,82,66,24,73
India,National Highway 8 (NH8),Surat,4-way,36,31,58,140,44,42,53,75
India,Outer Ring Road,Surat,4-way,5,797,844,79,16,105,105,62
India,Surat-Chennai Expressway,Surat,4-way,122,27,13,128,73,41,26,74
India,J.M. Road,Pune,4-way,790,168,405,85,105,79,105,64
India,Fergusson College Road (FC Road),Pune,4-way,393,87,61,93,105,65,54,67
India,Laxmi Road,Pune,4-way,9,979,17,16,21,105,30,29
India,Shivaji Nagar,Pune,4-way,629,49,13,13,105,50,26,26
India,Koregaon Park,Pune,4-way,38,91,5,195,45,66,16,83
India,Kothrud,Pune,4-way,0,75,6,76,10,60,17,60
India,Viman Nagar,Pune,4-way,124,12,29,984,73,24,42,105
India,Aundh,Pune,4-way,15,67,16,20,28,57,29,34
India,Magarpatta City,Pune,4-way,13,42,116,780,26,47,72,105
India,New Kalyani Nagar,Pune,4-way,77,8,0,18,61,20,10,32
India,LBS Marg Junction,Mumbai,4-way,593,6,56,42,105,17,52,47
India,Gandhi Nagar Junction,Mumbai,4-way,149,1150,178,0,77,105,80,10
India,Jolly Marg Junction,Mumbai,4-way,43,93,28,26,47,67,41,40
India,Nikolsawadi Circle,Mumbai,4-way,796,308,41,11,105,105,46,23
India,MIDC A Cross Road,Mumbai,4-way,65,580,61,64,56,105,54,56
India,N S Phadke Marg,Mumbai,4-way,902,140,358,0,105,75,105,10
India,Gokhale Bridge,Delhi,4-way,90,15,886,747,66,28,105,105
India,DND Flyway,Delhi,4-way,53,97,175,12,51,69,80,24
India,Maharani Bagh,Delhi,4-way,107,17,12,0,71,30,24,10
India,Burari Road,Delhi,4-way,99,26,13,32,70,40,26,43
India,Khyber Pass Crossing,Delhi,4-way,222,86,17,176,86,64,30,80
India,Nigam Bodh Ghat,Delhi,4-way,59,69,17,58,54,58,30,53
India,P.S. Timarpur,Delhi,4-way,43,959,15,174,47,105,28,80
India,Mall Road,Delhi,4-way,83,121,59,493,63,73,54,105
India,Chennai Bypass Road,Chennai,4-way,845,89,0,729,105,66,10,105
India,Bangalore Chennai Expressway,Chennai,4-way,6,4,0,0,17,15,10,10
India,Anna Salai,Chennai,4-way,185,20,18,19,81,34,32,33
India,EVR Periyar Salai,Chennai,4-way,1,29,134,498,11,42,75,105
India,Arukilpadi road,Chennai,4-way,127,106,165,20,74,71,79,34
India,Thakkolam,Chennai,4-way,133,75,40,176,74,60,46,80
India,Golden Quadrilateral,Chennai,4-way,715,1,184,69,105,11,81,58
India,Chowringhee Road,Kolkata,4-way,15,116,649,608,28,72,105,105
India,Hazra Road,Kolkata,4-way,55,18,794,14,52,32,105,27
India,Park Street,Kolkata,4-way,17,16,927,941,30,29,105,105
India,Hazra Road,Kolkata,4-way,10,199,11,76,22,83,23,60
India,College Street,Kolkata,4-way,397,17,129,155,105,30,74,77
India,Jaddu Mullick Street,Kolkata,4-way,123,126,709,42,73,73,105,47
India,Raja SC Mullick Road,Kolkata,4-way,94,37,4,195,68,45,15,83
India,Burdwan Road,Kolkata,4-way,82,5,1019,321,63,16,105,105
India,Burdwan Road,Kolkata,4-way,165,53,57,594,79,51,53,105
India,Eastern Metropolitan Bypass,Kolkata,4-way,194,1,342,3,83,11,105,14
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,19,27,173,30,33,41,80,42
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,20,20,16,10,34,34,29,22
India,Mahatma Gandhi Marg,Indore,4-way,14,71,18,158,27,58,32,78
India,A.B. Road,Indore,4-way,54,194,440,12,52,83,105,24
India,Dewas Road,Indore,4-way,68,43,220,186,57,47,86,81
India,Ujjain Road,Indore,4-way,16,0,0,87,29,10,10,65
India,Dhar Road,Indore,4-way,53,534,6,173,51,105,17,80
India,Pithampur Road,Indore,4-way,11,21,20,65,23,35,34,56
India,Khandwa Road,Indore,4-way,70,132,1167,43,58,74,105,47
India,Nemawar Road,Indore,4-way,69,769,182,83,58,105,81,63
India,Sarafa Bazaar,Indore,4-way,13,57,120,46,26,53,73,48
India,Chappan Dukan,Indore,4-way,171,0,0,50,79,10,10,50
India,Olpad-Rander Road,Surat,4-way,18,150,168,0,32,77,79,10
India,Hazira-Adajan Road,Surat,4-way,69,126,15,15,58,73,28,28
India,Sachin-Udhna Road,Surat,4-way,12,120,97,50,24,73,69,50
India,Dumas-Athwa Road,Surat,4-way,62,26,13,97,55,40,26,69
India,Kamrej-Varachha Road,Surat,4-way,73,8,198,41,59,20,83,46
India,Kadodara-Sahara Road,Surat,4-way,865,165,58,19,105,79,53,33
India,National Highway 6 (NH6),Surat,4-way,191,2,90,23,82,12,66,38
India,National Highway 8 (NH8),Surat,4-way,197,67,51,197,83,57,50,83
India,Outer Ring Road,Surat,4-way,224,0,16,75,87,10,29,60
India,Surat-Chennai Expressway,Surat,4-way,82,662,7,17,63,105,18,30
India,J.M. Road,Pune,4-way,47,113,171,70,49,72,79,58
India,Fergusson College Road (FC Road),Pune,4-way,6,426,4,90,17,105,15,66
India,Laxmi Road,Pune,4-way,652,0,5,70,105,10,16,58
India,Shivaji Nagar,Pune,4-way,76,3,16,40,60,14,29,46
India,Koregaon Park,Pune,4-way,113,14,8,139,72,27,20,75
India,Kothrud,Pune,4-way,10,9,17,16,22,21,30,29
